username,IP_address,home_office,API_version,redacted_password,contact_address
anne_b_ragde,203.254.195.119/28,false,v4,<*********************T,anne_b_ragde@baretoev.trd
rune_bratseth,68.81.123.189/22,false,v2,@************],rune_bratseth@baretoev.trd
good_old_gammel_nok,10.231.255.63/20,false,v1,2***********************v,good_old_gammel_nok@baretoev.trd
erik_hoftun,112.163.207.54/20,false,v1,o************************o,erik_hoftun@baretoev.trd
kvikk_sand,32.129.13.15/29,false,v4,A**************T,kvikk_sand@baretoev.trd
sverre_brandhaug,237.96.28.120/20,true,v2,]************s,sverre_brandhaug@baretoev.trd
bjorn_tore_kvarme,89.89.239.239/25,false,v3,K*****************”,bjorn_tore_kvarme@baretoev.trd
arve_tellefsen,238.209.233.97/19,false,v1,R**********************W,arve_tellefsen@baretoev.trd
liv_ullmann,204.127.232.124/24,true,v3,9***********************2,liv_ullmann@baretoev.trd
fritz_nisse,175.184.179.157/29,true,v4,u*********************r,fritz_nisse@baretoev.trd
dag_ingebrigtsen,96.71.85.36/27,false,v1,b*************A,dag_ingebrigtsen@baretoev.trd
petter_wavold,189.41.87.211/21,true,v1,u************^,petter_wavold@baretoev.trd
good_old_gammel_nok,63.132.229.72/32,true,v1,?********************I,good_old_gammel_nok@baretoev.trd
gynter_nisse,127.25.0.23/24,true,v4,A*********************H,gynter_nisse@baretoev.trd
erlend_loe,85.181.84.61/29,false,v4,1************I,erlend_loe@baretoev.trd
ola_by_riise,80.67.178.252/16,false,v3,!**********************M,ola_by_riise@baretoev.trd
staale_stensaas,97.33.191.229/17,false,v2,-***********************,staale_stensaas@baretoev.trd
rita_ottervik,206.134.20.240/27,true,v1,L***************7,rita_ottervik@baretoev.trd
birgit_skarstein,17.163.163.131/32,true,v3,z**************s,birgit_skarstein@baretoev.trd
sverre_nypan,39.101.86.187/30,false,v3,@**************x,sverre_nypan@baretoev.trd
sverre_nypan,35.113.69.158/17,false,v4,>*************v,sverre_nypan@baretoev.trd
birgit_skarstein,15.28.58.229/17,false,v3,_****************~,birgit_skarstein@baretoev.trd
olaf_sand,53.72.203.96/29,false,v2,y***********************M,olaf_sand@baretoev.trd
harald_martin_brattbakk,127.72.193.238/30,false,v2,O***********************-,harald_martin_brattbakk@baretoev.trd
petter_wavold,31.75.64.166/16,false,v1,G*********************n,petter_wavold@baretoev.trd
roar_strand,6.102.184.133/27,true,v3,4************0,roar_strand@baretoev.trd
arve_tellefsen,183.138.206.14/30,true,v2,W************************Q,arve_tellefsen@baretoev.trd
gjertrud_sand,58.254.242.145/20,true,v2,>******************},gjertrud_sand@baretoev.trd
erlend_loe,214.242.132.16/21,false,v3,b**************:,erlend_loe@baretoev.trd
ola_by_riise,67.212.162.34/28,true,v1,p******************`,ola_by_riise@baretoev.trd
gjertrud_sand,213.103.108.40/25,true,v4,@************$,gjertrud_sand@baretoev.trd
knudsen_og_ludvigsen,124.165.169.59/22,true,v2,y********************1,knudsen_og_ludvigsen@baretoev.trd
ola_by_riise,178.66.240.148/19,false,v2,Y**********************5,ola_by_riise@baretoev.trd
alf_skille,245.133.18.70/23,true,v2,m****************!,alf_skille@baretoev.trd
marvin_wiseth,189.154.182.47/17,true,v1,^************o,marvin_wiseth@baretoev.trd
tore_paa_sporet,242.226.162.59/16,true,v2,-**********************/,tore_paa_sporet@baretoev.trd
harald_martin_brattbakk,32.173.162.17/19,true,v3,-************{,harald_martin_brattbakk@baretoev.trd
marit_breivik,54.160.2.118/29,true,v3,V************t,marit_breivik@baretoev.trd
kvikk_sand,242.196.13.27/18,false,v4,_************M,kvikk_sand@baretoev.trd
oevre_richter_frich,225.192.94.171/24,false,v3,?*********************^,oevre_richter_frich@baretoev.trd
gjertrud_sand,133.227.178.227/27,true,v1,z*********************/,gjertrud_sand@baretoev.trd
vegard_heggem,8.72.48.108/27,true,v4,~******************^,vegard_heggem@baretoev.trd
arve_tellefsen,35.29.21.16/25,true,v3,c***********************I,arve_tellefsen@baretoev.trd
liv_ullmann,75.202.95.43/17,false,v2,B***********************d,liv_ullmann@baretoev.trd
sverre_brandhaug,253.4.177.134/17,true,v1,l****************$,sverre_brandhaug@baretoev.trd
anne_b_ragde,119.92.131.203/32,false,v1,+*****************#,anne_b_ragde@baretoev.trd
olaf_sand,191.57.49.21/23,false,v4,x**************F,olaf_sand@baretoev.trd
harald_martin_brattbakk,109.100.243.169/16,true,v4,M************2,harald_martin_brattbakk@baretoev.trd
harald_martin_brattbakk,54.8.225.30/30,false,v1,!*********************N,harald_martin_brattbakk@baretoev.trd
hans_rotmo,217.21.226.74/17,false,v1,G*******************9,hans_rotmo@baretoev.trd
marit_breivik,253.95.59.234/19,true,v1,n************O,marit_breivik@baretoev.trd
rita_ottervik,151.247.159.100/27,true,v1,M************G,rita_ottervik@baretoev.trd
sverre_brandhaug,42.73.38.46/20,false,v1,g*************8,sverre_brandhaug@baretoev.trd
alf_skille,69.218.169.22/27,false,v3,t****************A,alf_skille@baretoev.trd
tande_p,50.11.158.31/24,true,v1,G*******************Q,tande_p@baretoev.trd
alf_skille,139.180.80.50/30,false,v1,B**************_,alf_skille@baretoev.trd
sverre_nypan,1.78.223.119/30,false,v4,0**********************9,sverre_nypan@baretoev.trd
liv_ullmann,233.206.238.121/25,true,v1,v**********************e,liv_ullmann@baretoev.trd
terje_tysland,232.157.7.68/28,true,v4,X************************W,terje_tysland@baretoev.trd
rita_ottervik,34.94.213.172/16,false,v2,y**********************j,rita_ottervik@baretoev.trd
staale_stensaas,187.89.19.70/20,true,v1,4**************o,staale_stensaas@baretoev.trd
petter_wavold,125.204.250.211/20,true,v4,e**********************m,petter_wavold@baretoev.trd
alf_skille,215.163.23.168/23,false,v2,H**************{,alf_skille@baretoev.trd
astrid_s,191.115.41.177/24,true,v2,d*****************_,astrid_s@baretoev.trd
fritz_nisse,184.179.253.206/29,true,v4,q*****************q,fritz_nisse@baretoev.trd
erlend_loe,69.197.213.133/20,true,v1,-***************t,erlend_loe@baretoev.trd
birgit_skarstein,225.70.63.164/26,true,v2,]***************2,birgit_skarstein@baretoev.trd
gjertrud_sand,195.84.222.144/25,false,v3,S***********************1,gjertrud_sand@baretoev.trd
gynter_nisse,68.49.90.54/22,false,v4,c*********************i,gynter_nisse@baretoev.trd
fritz_nisse,76.35.187.252/23,true,v3,i*************C,fritz_nisse@baretoev.trd
marit_bjoergen,251.192.178.98/30,true,v3,5***************&,marit_bjoergen@baretoev.trd
anne_b_ragde,35.65.104.28/20,false,v1,&******************8,anne_b_ragde@baretoev.trd
liv_ullmann,138.80.10.144/32,false,v4,|*******************e,liv_ullmann@baretoev.trd
trine_haltvik,146.197.66.154/16,true,v3,e*********************c,trine_haltvik@baretoev.trd
good_old_gammel_nok,143.98.253.133/32,false,v1,!********************+,good_old_gammel_nok@baretoev.trd
marit_bjoergen,188.215.5.199/27,true,v1,V********************},marit_bjoergen@baretoev.trd
erlend_loe,239.173.35.172/20,true,v2,!*****************f,erlend_loe@baretoev.trd
aage_aleksandersen,19.211.48.51/31,false,v1,9*************5,aage_aleksandersen@baretoev.trd
astrid_s,112.138.122.0/25,false,v4,(***************1,astrid_s@baretoev.trd
sverre_nypan,96.244.217.35/17,false,v2,L***********************:,sverre_nypan@baretoev.trd
erik_hoftun,79.27.12.162/29,true,v2,-*************),erik_hoftun@baretoev.trd
dag_ingebrigtsen,20.15.63.140/30,true,v3,^********************3,dag_ingebrigtsen@baretoev.trd
birgit_skarstein,89.242.179.240/27,true,v2,b************`,birgit_skarstein@baretoev.trd
rita_ottervik,20.55.6.29/31,true,v2,^*****************5,rita_ottervik@baretoev.trd
olaf_sand,42.30.3.78/16,true,v1,>************************[,olaf_sand@baretoev.trd
bjorn_tore_kvarme,187.157.212.247/30,true,v1,[**********************v,bjorn_tore_kvarme@baretoev.trd
erik_hoftun,73.46.94.79/22,true,v3,o********************,erik_hoftun@baretoev.trd
astrid_s,148.201.142.75/17,true,v2,D*********************`,astrid_s@baretoev.trd
sverre_brandhaug,12.208.70.117/17,false,v2,X***************~,sverre_brandhaug@baretoev.trd
olaf_sand,147.171.17.140/16,false,v2,n************[,olaf_sand@baretoev.trd
hans_rotmo,202.87.6.200/24,true,v3,T***************K,hans_rotmo@baretoev.trd
sverre_brandhaug,100.50.254.79/30,true,v3,=***************H,sverre_brandhaug@baretoev.trd
vidar_riseth,191.130.191.137/28,true,v4,#*****************4,vidar_riseth@baretoev.trd
harald_martin_brattbakk,226.72.172.208/21,true,v2,B********************(,harald_martin_brattbakk@baretoev.trd
dag_ingebrigtsen,235.15.69.196/23,true,v2,A**********************f,dag_ingebrigtsen@baretoev.trd
fritz_nisse,194.18.123.129/32,false,v2,&************************U,fritz_nisse@baretoev.trd
birgit_skarstein,3.210.240.202/21,true,v2,|***************|,birgit_skarstein@baretoev.trd
rune_bratseth,188.174.102.94/29,true,v1,H**************Y,rune_bratseth@baretoev.trd
knudsen_og_ludvigsen,45.191.207.236/19,false,v2,]*************Q,knudsen_og_ludvigsen@baretoev.trd
roar_strand,237.148.246.133/22,true,v1,t************L,roar_strand@baretoev.trd
trine_haltvik,181.126.37.80/25,true,v3,E************5,trine_haltvik@baretoev.trd
aage_aleksandersen,209.3.91.142/26,true,v4,w*********************U,aage_aleksandersen@baretoev.trd
sverre_nypan,249.29.142.143/31,false,v1,t***************b,sverre_nypan@baretoev.trd
per_ciljan_skjelbred,134.136.32.152/22,false,v2,i******************n,per_ciljan_skjelbred@baretoev.trd
tore_paa_sporet,39.25.162.190/31,true,v3,”*******************G,tore_paa_sporet@baretoev.trd
fritz_nisse,208.40.225.26/29,false,v1,{*************O,fritz_nisse@baretoev.trd
rita_ottervik,90.91.214.159/29,true,v1,c*******************n,rita_ottervik@baretoev.trd
petter_wavold,87.78.190.148/28,true,v4,x*********************/,petter_wavold@baretoev.trd
rune_bratseth,248.180.12.169/125,true,v2,H************************!,rune_bratseth@baretoev.trd
sverre_brandhaug,4.17.214.54/20,true,v1,(*************+,sverre_brandhaug@baretoev.trd
harald_martin_brattbakk,208.167.11.0/32,true,v3,l*************c,harald_martin_brattbakk@baretoev.trd
terje_tysland,68.219.57.112/24,true,v2,e********************5,terje_tysland@baretoev.trd
harald_martin_brattbakk,235.147.176.6/27,true,v2,6************************A,harald_martin_brattbakk@baretoev.trd
bjorn_tore_kvarme,65.173.206.200/23,true,v1,=******************9,bjorn_tore_kvarme@baretoev.trd
erik_hoftun,145.201.52.222/23,true,v3,~*********************4,erik_hoftun@baretoev.trd
goeran_soerloth,86.164.105.78/28,false,v3,s*******************@,goeran_soerloth@baretoev.trd
torstein_flakne,231.229.191.28/23,false,v4,N****************F,torstein_flakne@baretoev.trd
bjorn_tore_kvarme,1.103.125.34/21,false,v3,@*****************G,bjorn_tore_kvarme@baretoev.trd
marit_bjoergen,53.16.189.25/17,false,v4,]***************V,marit_bjoergen@baretoev.trd
birgit_skarstein,71.55.95.78/26,false,v2,%***********************P,birgit_skarstein@baretoev.trd
per_ciljan_skjelbred,99.201.224.30/22,true,v1,`********************:,per_ciljan_skjelbred@baretoev.trd
alf_skille,184.238.50.152/23,false,v3,%*******************),alf_skille@baretoev.trd
trine_haltvik,46.173.15.200/31,true,v4,8************u,trine_haltvik@baretoev.trd
marit_bjoergen,171.171.253.71/24,false,v3,C********************,marit_bjoergen@baretoev.trd
gynter_nisse,68.82.189.254/18,false,v1,s**********************),gynter_nisse@baretoev.trd
bjarne_brondbo,229.134.138.91/23,true,v4,A*****************D,bjarne_brondbo@baretoev.trd
torstein_flakne,34.236.73.137/24,false,v3,y***********************C,torstein_flakne@baretoev.trd
knudsen_og_ludvigsen,59.213.141.124/32,false,v1,w****************{,knudsen_og_ludvigsen@baretoev.trd
sverre_brandhaug,89.193.39.98/18,false,v4,%********************7,sverre_brandhaug@baretoev.trd
erlend_loe,24.99.156.78/20,true,v3,+************************8,erlend_loe@baretoev.trd
birgit_skarstein,138.70.197.247/23,true,v1,e********************5,birgit_skarstein@baretoev.trd
olaf_sand,153.38.164.128/18,false,v4,r****************W,olaf_sand@baretoev.trd
astrid_s,137.194.109.105/29,true,v2,)*************2,astrid_s@baretoev.trd
birgit_skarstein,123.249.95.102/32,true,v4,C************<,birgit_skarstein@baretoev.trd
bjarne_brondbo,134.72.102.155/32,true,v2,3******************<,bjarne_brondbo@baretoev.trd
erlend_loe,68.177.21.50/27,true,v3,7****************6,erlend_loe@baretoev.trd
bjarne_brondbo,125.212.94.87/16,true,v4,n******************/,bjarne_brondbo@baretoev.trd
marit_bjoergen,44.27.78.201/32,true,v2,@*******************1,marit_bjoergen@baretoev.trd
are_og_odin,127.172.223.153/24,true,v4,4*****************U,are_og_odin@baretoev.trd
alf_skille,109.174.37.99/20,true,v4,g********************>,alf_skille@baretoev.trd
astrid_s,248.185.45.34/24,false,v3,A***********************.,astrid_s@baretoev.trd
bjorn_tore_kvarme,187.213.85.6/28,false,v4,3******************-,bjorn_tore_kvarme@baretoev.trd
bjarne_brondbo,108.219.222.181/23,true,v1,8************************Q,bjarne_brondbo@baretoev.trd
tore_paa_sporet,162.4.236.142/21,false,v2,U****************P,tore_paa_sporet@baretoev.trd
are_og_odin,151.197.111.107/26,false,v1,7***********************`,are_og_odin@baretoev.trd
knudsen_og_ludvigsen,205.244.204.24/18,true,v1,U******************C,knudsen_og_ludvigsen@baretoev.trd
petter_wavold,154.10.110.75/20,false,v4,]*******************Z,petter_wavold@baretoev.trd
good_old_gammel_nok,18.52.110.145/29,false,v4,4*****************l,good_old_gammel_nok@baretoev.trd
good_old_gammel_nok,192.119.194.21/28,true,v3,I*********************b,good_old_gammel_nok@baretoev.trd
alf_skille,143.138.175.252/30,false,v4,2****************|,alf_skille@baretoev.trd
staale_stensaas,91.86.76.58/32,false,v2,!*************a,staale_stensaas@baretoev.trd
erlend_loe,25.152.244.65/22,true,v1,P*********************%,erlend_loe@baretoev.trd
ola_by_riise,191.9.150.48/22,false,v2,o*******************|,ola_by_riise@baretoev.trd
ola_by_riise,73.89.195.230/18,true,v2,v********************A,ola_by_riise@baretoev.trd
aage_aleksandersen,239.20.88.21/25,false,v2,7***************~,aage_aleksandersen@baretoev.trd
staale_stensaas,173.137.181.139/16,false,v4,Z***********************d,staale_stensaas@baretoev.trd
good_old_gammel_nok,78.83.41.141/24,true,v2,L*************s,good_old_gammel_nok@baretoev.trd
sverre_brandhaug,169.250.64.140/19,false,v4,K******************|,sverre_brandhaug@baretoev.trd
rita_ottervik,211.141.126.113/30,true,v3,<*******************!,rita_ottervik@baretoev.trd
marvin_wiseth,183.87.192.212/21,true,v2,!****************>,marvin_wiseth@baretoev.trd
alf_skille,140.248.15.202/16,true,v2,Z****************>,alf_skille@baretoev.trd
vegard_heggem,27.121.254.161/25,false,v2,g***********************{,vegard_heggem@baretoev.trd
olaf_sand,244.38.177.131/17,false,v1,|**************h,olaf_sand@baretoev.trd
roar_strand,49.79.175.180/21,false,v1,I********************u,roar_strand@baretoev.trd
trine_haltvik,100.20.154.128/21,false,v1,f******************',trine_haltvik@baretoev.trd
good_old_gammel_nok,126.24.2.27/24,false,v3,x****************),good_old_gammel_nok@baretoev.trd
roar_strand,229.107.39.212/25,true,v1,-**************8,roar_strand@baretoev.trd
goeran_soerloth,93.99.51.48/26,true,v1,U***********************b,goeran_soerloth@baretoev.trd
torstein_flakne,148.167.42.119/21,true,v4,!*********************|,torstein_flakne@baretoev.trd
trine_haltvik,79.194.208.175/31,true,v3,R***************(,trine_haltvik@baretoev.trd
tande_p,5.203.54.231/22,true,v1,A*******************E,tande_p@baretoev.trd
erlend_loe,178.149.79.11/32,false,v4,W**********************>,erlend_loe@baretoev.trd
are_og_odin,253.65.44.192/25,true,v2,M******************4,are_og_odin@baretoev.trd
marit_breivik,189.189.186.61/19,false,v1,i***********************k,marit_breivik@baretoev.trd
alf_skille,197.127.53.126/31,true,v4,G***********************u,alf_skille@baretoev.trd
erik_hoftun,9.161.78.8/24,true,v3,_***********************$,erik_hoftun@baretoev.trd
hans_rotmo,164.63.65.32/32,false,v2,#********************V,hans_rotmo@baretoev.trd
terje_tysland,179.162.209.194/16,false,v1,4***********************`,terje_tysland@baretoev.trd
kvikk_sand,224.5.53.41/18,false,v2,e*******************W,kvikk_sand@baretoev.trd
hans_rotmo,175.79.29.106/26,false,v3,%***********************d,hans_rotmo@baretoev.trd
hans_rotmo,22.211.65.43/19,false,v4,c*******************<,hans_rotmo@baretoev.trd
vegard_heggem,162.4.37.221/28,false,v3,-***************Z,vegard_heggem@baretoev.trd
torstein_flakne,89.54.170.229/23,false,v2,!*******************.,torstein_flakne@baretoev.trd
rita_ottervik,136.214.240.216/25,true,v1,!*************@,rita_ottervik@baretoev.trd
rita_ottervik,209.222.155.135/22,false,v2,t***********************b,rita_ottervik@baretoev.trd
vegard_heggem,175.6.109.27/22,false,v4,3********************3,vegard_heggem@baretoev.trd
rita_ottervik,180.241.198.6/20,true,v4,~********************A,rita_ottervik@baretoev.trd
erlend_loe,48.181.161.163/18,false,v1,%********************u,erlend_loe@baretoev.trd
terje_tysland,49.106.29.12/25,false,v1,.*****************x,terje_tysland@baretoev.trd
knudsen_og_ludvigsen,136.53.186.188/25,true,v1,0***************Q,knudsen_og_ludvigsen@baretoev.trd
good_old_gammel_nok,196.171.140.18/29,true,v1,<********************W,good_old_gammel_nok@baretoev.trd
petter_wavold,212.47.122.13/17,true,v2,D************************C,petter_wavold@baretoev.trd
bjarne_brondbo,157.126.245.248/18,false,v2,p**************x,bjarne_brondbo@baretoev.trd
trine_haltvik,123.178.183.66/29,true,v2,9***************S,trine_haltvik@baretoev.trd
olaf_sand,206.52.103.255/20,true,v3,]*********************y,olaf_sand@baretoev.trd
anders_jektvik,124.192.102.31/23,true,v4,G***********************5,anders_jektvik@baretoev.trd
tore_paa_sporet,83.193.65.220/25,true,v3,.************5,tore_paa_sporet@baretoev.trd
tore_paa_sporet,135.90.29.13/32,false,v4,/**************p,tore_paa_sporet@baretoev.trd
rita_ottervik,170.171.127.96/32,false,v1,x*************:,rita_ottervik@baretoev.trd
goeran_soerloth,30.36.52.22/31,true,v2,-***********************@,goeran_soerloth@baretoev.trd
rune_bratseth,142.131.61.229/19,false,v1,~**************x,rune_bratseth@baretoev.trd
tande_p,82.23.244.81/27,true,v3,]***************l,tande_p@baretoev.trd
hans_rotmo,169.161.163.235/30,false,v4,Y*********************g,hans_rotmo@baretoev.trd
tande_p,134.112.255.174/23,true,v4,x***********************@,tande_p@baretoev.trd
dag_ingebrigtsen,6.156.21.208/20,true,v4,9**************',dag_ingebrigtsen@baretoev.trd
gjertrud_sand,247.255.234.193/16,false,v4,/******************V,gjertrud_sand@baretoev.trd
aage_aleksandersen,200.40.187.2/31,true,v3,=********************d,aage_aleksandersen@baretoev.trd
goeran_soerloth,62.244.231.41/20,true,v2,L*************5,goeran_soerloth@baretoev.trd
goeran_soerloth,19.177.249.193/22,false,v2,{***********************T,goeran_soerloth@baretoev.trd
harald_martin_brattbakk,71.136.139.139/30,false,v4,7*******************u,harald_martin_brattbakk@baretoev.trd
are_og_odin,52.195.224.92/18,true,v4,K*********************e,are_og_odin@baretoev.trd
alf_skille,34.146.112.43/24,true,v4,n*************J,alf_skille@baretoev.trd
staale_stensaas,177.11.156.66/29,false,v3,-***************i,staale_stensaas@baretoev.trd
birgit_skarstein,22.47.60.30/29,false,v3,?**********************b,birgit_skarstein@baretoev.trd
tore_paa_sporet,186.218.74.134/24,true,v3,T********************+,tore_paa_sporet@baretoev.trd
tore_paa_sporet,146.199.248.176/19,false,v1,i**************B,tore_paa_sporet@baretoev.trd
hans_rotmo,164.198.234.221/24,false,v1,@***************u,hans_rotmo@baretoev.trd
erlend_loe,223.215.102.157/27,false,v2,i*************”,erlend_loe@baretoev.trd
bjarne_brondbo,153.62.13.2/31,true,v3,c***********************|,bjarne_brondbo@baretoev.trd
gjertrud_sand,126.136.181.3/24,true,v1,>************g,gjertrud_sand@baretoev.trd
roar_strand,187.214.104.172/28,true,v2,k*********************J,roar_strand@baretoev.trd
olaf_sand,236.215.240.183/26,true,v2,e********************F,olaf_sand@baretoev.trd
marvin_wiseth,10.220.198.33/27,true,v3,S**********************),marvin_wiseth@baretoev.trd
marit_breivik,30.115.34.158/25,false,v1,l************5,marit_breivik@baretoev.trd
torstein_flakne,252.226.250.74/30,true,v4,?************=,torstein_flakne@baretoev.trd
fritz_nisse,19.67.108.6/27,false,v2,?******************c,fritz_nisse@baretoev.trd
vegard_heggem,208.245.4.247/30,true,v1,P*******************A,vegard_heggem@baretoev.trd
erlend_loe,156.232.133.24/30,false,v1,4****************M,erlend_loe@baretoev.trd
gynter_nisse,162.251.211.179/18,false,v3,%***********************^,gynter_nisse@baretoev.trd
vidar_riseth,254.242.243.181/17,true,v4,2************|,vidar_riseth@baretoev.trd
aage_aleksandersen,244.2.148.149/26,false,v2,R**************Y,aage_aleksandersen@baretoev.trd
dag_ingebrigtsen,133.239.56.104/19,false,v3,}****************H,dag_ingebrigtsen@baretoev.trd
petter_wavold,60.19.225.87/17,false,v2,e*********************h,petter_wavold@baretoev.trd
sverre_nypan,33.115.5.243/22,true,v2,?***************y,sverre_nypan@baretoev.trd
vegard_heggem,89.35.101.74/20,true,v1,%*************z,vegard_heggem@baretoev.trd
astrid_s,81.11.204.93/22,true,v1,b****************8,astrid_s@baretoev.trd
dag_ingebrigtsen,87.130.93.220/19,false,v2,f********************(,dag_ingebrigtsen@baretoev.trd
anders_jektvik,133.59.176.122/27,true,v2,?**********************3,anders_jektvik@baretoev.trd
gynter_nisse,221.190.66.76/16,false,v1,k************************),gynter_nisse@baretoev.trd
liv_ullmann,106.17.44.157/28,false,v3,>************************”,liv_ullmann@baretoev.trd
hansi_nisse,135.119.230.111/20,true,v2,6*****************^,hansi_nisse@baretoev.trd
fritz_nisse,146.59.3.58/22,true,v3,_***************p,fritz_nisse@baretoev.trd
erik_hoftun,163.67.224.97/21,false,v3,w**********************t,erik_hoftun@baretoev.trd
rita_ottervik,167.234.24.235/16,false,v1,:*******************x,rita_ottervik@baretoev.trd
marit_breivik,176.29.25.191/21,true,v1,z**********************q,marit_breivik@baretoev.trd
good_old_gammel_nok,107.24.216.103/17,true,v4,F*******************r,good_old_gammel_nok@baretoev.trd
benny_naassaa,40.227.237.98/22,true,v1,0****************`,benny_naassaa@baretoev.trd
harald_martin_brattbakk,199.230.157.158/25,false,v3,Q**********************y,harald_martin_brattbakk@baretoev.trd
hansi_nisse,45.236.219.78/30,false,v2,**************/,hansi_nisse@baretoev.trd
are_og_odin,171.133.115.57/32,true,v1,^*******************G,are_og_odin@baretoev.trd
anders_jektvik,62.227.88.118/29,true,v1,s*****************F,anders_jektvik@baretoev.trd
kvikk_sand,105.91.140.218/28,true,v1,p***************z,kvikk_sand@baretoev.trd
arve_tellefsen,177.33.179.96/27,true,v1,/****************[,arve_tellefsen@baretoev.trd
tande_p,109.172.83.225/31,true,v1,v************************O,tande_p@baretoev.trd
liv_ullmann,255.41.189.96/28,false,v2,y********************X,liv_ullmann@baretoev.trd
roar_strand,139.9.243.71/29,false,v1,L**************k,roar_strand@baretoev.trd
hansi_nisse,73.33.60.52/20,true,v2,C**************~,hansi_nisse@baretoev.trd
terje_tysland,102.190.61.164/29,false,v1,2***************/,terje_tysland@baretoev.trd
erlend_loe,175.172.239.153/28,true,v4,&********************',erlend_loe@baretoev.trd
kvikk_sand,193.21.124.27/18,true,v4,V***************},kvikk_sand@baretoev.trd
tore_paa_sporet,184.76.115.200/19,true,v2,a************************u,tore_paa_sporet@baretoev.trd
fritz_nisse,235.73.147.109/18,true,v4,{****************u,fritz_nisse@baretoev.trd
olaf_sand,12.3.125.78/19,false,v4,^***********************i,olaf_sand@baretoev.trd
tore_paa_sporet,92.153.217.132/31,false,v2,***********************%,tore_paa_sporet@baretoev.trd
marit_breivik,140.201.9.64/22,true,v3,(*****************e,marit_breivik@baretoev.trd
astrid_s,2.215.90.115/30,true,v2,s***************S,astrid_s@baretoev.trd
vidar_riseth,198.228.51.254/22,true,v2,B******************:,vidar_riseth@baretoev.trd
tore_paa_sporet,64.95.27.217/18,true,v3,.***************3,tore_paa_sporet@baretoev.trd
gynter_nisse,22.87.188.44/21,false,v2,n***************.,gynter_nisse@baretoev.trd
aage_aleksandersen,78.20.185.7/28,true,v4,l********************V,aage_aleksandersen@baretoev.trd
hansi_nisse,148.177.152.129/21,false,v3,x************************),hansi_nisse@baretoev.trd
oevre_richter_frich,131.137.182.185/17,true,v4,W*********************Q,oevre_richter_frich@baretoev.trd
liv_ullmann,80.74.73.99/19,true,v4,5************************6,liv_ullmann@baretoev.trd
knudsen_og_ludvigsen,136.250.185.112/17,true,v1,b**********************D,knudsen_og_ludvigsen@baretoev.trd
anders_jektvik,144.75.68.57/25,false,v4,}************H,anders_jektvik@baretoev.trd
oevre_richter_frich,39.223.47.48/28,false,v1,X**********************b,oevre_richter_frich@baretoev.trd
harald_martin_brattbakk,39.0.188.161/24,false,v4,]***************r,harald_martin_brattbakk@baretoev.trd
anne_b_ragde,114.88.164.206/30,false,v2,t***********************`,anne_b_ragde@baretoev.trd
sverre_brandhaug,41.69.57.146/26,true,v3,+********************=,sverre_brandhaug@baretoev.trd
are_og_odin,44.198.216.249/31,false,v4,&******************f,are_og_odin@baretoev.trd
alf_skille,157.177.106.124/21,false,v4,~******************>,alf_skille@baretoev.trd
olaf_sand,172.48.173.243/28,false,v4,t*********************4,olaf_sand@baretoev.trd
goeran_soerloth,242.99.41.148/25,false,v3,V************************z,goeran_soerloth@baretoev.trd
marit_breivik,134.13.49.103/23,true,v4,v********************R,marit_breivik@baretoev.trd
are_og_odin,49.243.57.80/23,true,v3,!***************5,are_og_odin@baretoev.trd
erlend_loe,57.144.183.210/24,false,v1,}**************B,erlend_loe@baretoev.trd
hansi_nisse,219.13.4.53/23,false,v2,~********************o,hansi_nisse@baretoev.trd
vegard_heggem,99.174.103.84/20,true,v1,x*********************:,vegard_heggem@baretoev.trd
rune_bratseth,234.27.89.146/21,false,v1,d************8,rune_bratseth@baretoev.trd
are_og_odin,212.34.189.8/28,false,v3,^*************K,are_og_odin@baretoev.trd
tore_paa_sporet,33.57.136.117/29,false,v4,a**********************D,tore_paa_sporet@baretoev.trd
alf_skille,208.83.143.92/24,true,v2,z***********************J,alf_skille@baretoev.trd
rita_ottervik,221.255.9.181/32,false,v3,-*******************D,rita_ottervik@baretoev.trd
gjertrud_sand,251.91.12.172/17,false,v2,3**************~,gjertrud_sand@baretoev.trd
benny_naassaa,151.132.188.201/28,true,v1,$******************=,benny_naassaa@baretoev.trd
staale_stensaas,225.238.13.52/17,false,v4,{***************?,staale_stensaas@baretoev.trd
aage_aleksandersen,13.99.172.100/29,false,v4,]*********************Z,aage_aleksandersen@baretoev.trd
liv_ullmann,37.226.145.189/32,true,v4,d***************6,liv_ullmann@baretoev.trd
olaf_sand,3.231.29.226/32,true,v1,}**********************Z,olaf_sand@baretoev.trd
staale_stensaas,201.14.177.212/27,false,v3,l*****************A,staale_stensaas@baretoev.trd
kvikk_sand,216.50.200.29/16,false,v3,=************************s,kvikk_sand@baretoev.trd
per_ciljan_skjelbred,212.108.90.124/28,true,v2,L****************-,per_ciljan_skjelbred@baretoev.trd
kvikk_sand,192.39.43.151/25,false,v3,(********************8,kvikk_sand@baretoev.trd
marvin_wiseth,40.192.18.68/18,true,v2,G***********************8,marvin_wiseth@baretoev.trd
ola_by_riise,164.195.42.166/16,true,v4,+**************1,ola_by_riise@baretoev.trd
anders_jektvik,196.101.73.48/18,true,v3,v*********************?,anders_jektvik@baretoev.trd
alf_skille,250.172.138.236/28,false,v1,c**************w,alf_skille@baretoev.trd
fritz_nisse,120.193.253.200/20,true,v1,&*********************W,fritz_nisse@baretoev.trd
